1697743065.3282475,14:17:45,0.05600500851869583,0.26124483346939087,0.952610969543457,1,0,-58
1697743065.3785875,14:17:45,0.06982442736625671,0.22555430233478546,0.9416446089744568,1,0,-58
1697743065.4205527,14:17:45,0.07249132543802261,0.2755695581436157,0.994283139705658,1,0,-50
1697743067.4412901,14:17:47,0.14837689697742462,0.1682552546262741,0.8646364212036133,2,0,-52
1697743074.3896194,14:17:54,-0.1589621603488922,0.3166015148162842,1.2893999814987183,3,0,-52
1697743075.376307,14:17:55,-0.09626590460538864,0.16024309396743774,1.085425853729248,4,2,-49
1697743075.4182959,14:17:55,0.10109994560480118,0.21438585221767426,1.2728285789489746,4,2,-50
1697743075.8327408,14:17:55,0.05673234164714813,0.1090138629078865,0.9652832746505737,4,2,-46
1697743075.8881176,14:17:55,-0.08836716413497925,0.10367242991924286,0.9211741089820862,4,2,-42
1697743076.1251013,14:17:56,-0.01826583780348301,0.3627321124076843,1.0517956018447876,4,2,-32
1697743076.538465,14:17:56,-0.04566459357738495,0.09250397235155106,0.8234516978263855,4,2,-46
1697743076.623596,14:17:56,-0.04936712980270386,0.21851330995559692,0.9794176816940308,4,2,-49
1697743076.7195933,14:17:56,0.05745968222618103,0.3003344237804413,1.0481401681900024,4,2,-36
1697743076.792045,14:17:56,-0.06393042951822281,0.3141735792160034,0.9538294672966003,4,2,-55
1697743076.919775,14:17:56,-0.020487360656261444,0.17748136818408966,0.9647958278656006,4,2,-30
1697743077.1642623,14:17:57,-0.062449418008327484,0.24060744047164917,0.9484680891036987,4,2,-36
1697743077.3011029,14:17:57,-0.06491777300834656,0.22021286189556122,0.9779554605484009,4,2,-54
1697743077.45884,14:17:57,-0.03184179589152336,0.18913541734218597,1.0059806108474731,4,2,-46
1697743077.5189812,14:17:57,-0.002715192036703229,0.20151783525943756,0.9935520887374878,4,2,-50
1697743077.656473,14:17:57,-0.04912029579281807,0.17626740038394928,0.9898965954780579,4,2,-58
1697743077.762922,14:17:57,-0.05553802102804184,0.14713230729103088,1.0013504028320312,4,2,-56
1697743077.8385687,14:17:57,-0.10218995809555054,0.14640392363071442,0.974299967288971,4,2,-55
1697743078.0749056,14:17:58,-0.10021527856588364,0.1794237196445465,0.9679639339447021,4,2,-54
1697743078.1262846,14:17:58,-0.12884820997714996,0.12455260008573532,0.9528546929359436,4,2,-56
1697743078.2608275,14:17:58,-0.012094946578145027,0.07356615364551544,0.9791739583015442,5,3,-40
1697743078.7955413,14:17:58,0.0821891650557518,0.21778494119644165,1.2494337558746338,5,3,-53
1697743080.551826,14:18:00,-0.08688614517450333,0.2471628487110138,1.0069553852081299,6,3,-48
1697743081.3428962,14:18:01,-0.10120261460542679,0.16679848730564117,0.9155690670013428,7,3,-52
1697743087.5126097,14:18:07,-0.24584829807281494,0.43654105067253113,1.2009379863739014,8,3,-53
1697743088.4409995,14:18:08,0.013334525749087334,0.01990899071097374,0.7605778574943542,9,1,-55
1697743089.2187016,14:18:09,-0.081455759704113,0.22045566141605377,0.6438471078872681,10,1,-42
1697743089.751064,14:18:09,0.06958197802305222,0.0038846812676638365,0.7498552203178406,11,1,-47
1697743090.375318,14:18:10,0.12995101511478424,0.20952998101711273,0.9348210692405701,12,1,-48
1697743090.7374334,14:18:10,-0.0681266337633133,0.32242855429649353,0.9133757948875427,12,1,-44
1697743091.153604,14:18:11,0.021092794835567474,0.24619166553020477,0.9501740336418152,12,1,-57
1697743091.3213718,14:18:11,-0.16636721789836884,0.1939912587404251,0.8938800692558289,12,1,-48
1697743092.066355,14:18:12,-0.03159496188163757,0.34573662281036377,0.9411572217941284,13,1,-52
1697743092.108136,14:18:12,0.09867548942565918,0.38385507464408875,0.9886780977249146,13,1,-52
1697743093.4160528,14:18:13,-0.1880887746810913,0.1459183394908905,0.9791739583015442,13,1,-50
1697743095.5614066,14:18:15,0.4953170120716095,0.2711993157863617,1.278190016746521,14,3,-56
1697743095.608727,14:18:15,0.3149372339248657,0.32509925961494446,1.1967952251434326,14,3,-53
1697743097.4926565,14:18:17,-0.10194312781095505,0.1369350105524063,0.9552916288375854,15,3,-48
1697743100.6684117,14:18:20,-0.0034556991886347532,0.2777547240257263,0.8407540917396545,16,2,-60
1697743104.9143348,14:18:24,-0.0466519370675087,0.09298955649137497,0.9158127307891846,17,0,-54
1697743110.4073498,14:18:30,0.00872805342078209,0.0553567074239254,1.0398544073104858,18,1,-45
1697743126.4803748,14:18:46,-0.4233231246471405,0.5863440632820129,0.3648141920566559,19,1,-59
1697743126.5234065,14:18:46,-0.46158266067504883,0.5938706398010254,0.3209487497806549,19,1,-61
